epoch,accuracy,loss,val_accuracy,val_loss
10,0.8205528855323792,0.6540235280990601,0.9590384364128113,0.14165480434894562
11,0.9378846287727356,0.2104552686214447,0.9792307615280151,0.0792471244931221
12,0.962043285369873,0.12386150658130646,0.9871153831481934,0.05351114645600319
13,0.9679327011108398,0.10823141038417816,0.993461549282074,0.028195856139063835
14,0.9786057472229004,0.07438196986913681,0.9876922965049744,0.04682621732354164
15,0.9762740135192871,0.08432988822460175,0.9944230914115906,0.023125577718019485
16,0.9866827130317688,0.04792715609073639,0.9948077201843262,0.02438656985759735
17,0.9860817193984985,0.050097182393074036,0.9976922869682312,0.016480837017297745
18,0.9897836446762085,0.0374695248901844,0.9903846383094788,0.0402861088514328
19,0.987908661365509,0.04587472602725029,0.9959615468978882,0.017222557216882706
